Temperature,Vibration,Power_Consumption,Humidity,Machine_Type,Pressure,RPM,Motor_current,operating_Hours,machine_age,lubricant_level,,failures
57.7915635,57.86993382,15.51932008,32.2343625,Drill,1113.084,1452,0.04,12,16.19,58.86,,1
72.08863595,43.87117168,10.78483193,28.287254,Drill,505.147,1581,0.04,13,6.16,80.18,,0
50.40329876,42.6781256,8.982072749,30.85231885,Lathe,632.165,1439,0.0375,19,2.04,89.43,,0
56.71813951,51.12225909,9.948851376,25.18633717,Mill,602.68,1379,0.04,8,13.72,58.43,,0
71.96861236,55.23549151,6.46184819,28.9669436,Mill,657.869,1350,0.04,10,8.86,68.09,,0
77.3846658,58.41963846,8.610573738,33.05108085,Lathe,727.51,1362,0.0375,15,2.53,95,,0
71.71368281,47.70557869,9.181435124,30.7848648,Drill,795.911,1368,0.04,12,9.95,63.1,,0
68.84351718,55.39340417,8.951823204,27.06734365,Lathe,850.58,1368,0.04,15,0.78,86.17,,0
66.98896304,49.80745765,10.30470974,31.12108202,Lathe,947.943,1372,0.04,15,18.2,47.21,,0
55.2147801,49.1368635,8.355160135,33.57304895,Lathe,1112.188,1472,0.04,7,5.25,86.48,,0
62.80155792,54.41829969,12.24206133,19.75029361,Lathe,515.967,1489,0.04,13,13.28,52.89,,0
65.39361229,53.26161439,10.00041413,35.79537032,Drill,630.902,1843,0.04,12,6.3,73.2,,0
80.57122226,42.11803922,9.981399358,28.31872631,Lathe,601.855,1418,0.04,13,10.45,71.26,,0
73.4361829,57.38270175,9.344210567,32.12744967,Drill,656.974,1425,0.04,11,10.98,69.16,,0
52.36959845,56.90045677,10.31038137,35.98623462,Lathe,726.517,1412,0.04,15,3.78,90.07,,0
73.24083969,46.87218649,11.65019653,23.14163151,Mill,794.789,2861,0.04,14,19.39,48.55,,0
66.1491772,51.97901767,8.265739569,26.45279499,Drill,849.545,1383,0.04,12,15.53,58,,0
63.23078,52.47015093,8.683767022,28.55725652,Mill,946.906,1497,0.0425,12,18.8,48.62,,0
76.11676289,51.30336883,9.392547942,26.08123239,Lathe,1111.29,1565,0.04,14,17.91,50.11,,0
80.30999522,47.24847423,7.308258153,38.67468288,Lathe,538.322,1691,0.04,6,12,64.17,,0
79.31280119,46.64188316,8.361484281,25.71613953,Lathe,629.367,1512,0.04,6,18.45,43.48,,1
61.60782477,49.87222965,9.047558253,27.2222661,Drill,601.03,1477,0.04,6,1.86,86.67,,0
66.90787624,55.8636451,11.74877836,31.02194516,Mill,656.081,1513,0.04,12,4,92.99,,0
73.31263431,52.71800077,10.52512266,23.98925237,Drill,725.531,1661,0.04,13,1,92.08,,0
79.75545127,48.14692834,10.38717982,28.02159644,Drill,793.671,1378,0.04,10,6.57,81.36,,0
65.20825762,53.85849355,11.70179592,31.58726631,Lathe,848.513,1393,0.04,12,7.83,76.76,,0
68.14341023,35.7572869,9.725256423,28.33569798,Mill,945.871,1592,0.04,15,5.5,80.13,,0
58.93665026,55.7438285,10.7809297,29.53306571,Lathe,1110.396,1829,0.04,12,16.59,55.84,,0
58.03793376,41.30143111,9.793556494,27.35333944,Drill,562.543,1812,0.04,14,7.2,76.49,,0
78.12525822,48.18779529,10.5307247,22.42764845,Lathe,624.597,1523,0.0375,17,5.69,82.1,,0
83.56240029,44.40165053,8.834482685,31.60796606,Mill,600.208,1394,0.04,13,10.9,64.84,,0
69.27989878,43.52659262,5.122365683,38.77466536,Lathe,655.19,1679,0.0375,8,2.9,89.85,,1
80.03532898,55.80413394,9.731441676,30.09200815,Mill,724.546,1466,0.04,12,16.06,39.54,,0
73.61636025,47.66149399,12.84549627,31.12632059,Mill,792.556,1527,0.04,8,1.58,98.45,,0
63.54880245,51.73251941,11.8524308,33.46361378,Lathe,847.483,1410,0.04,17,19.74,43.43,,0
73.61395606,49.76539711,11.93079497,23.65334752,Drill,944.838,1924,0.04,9,15.47,56.71,,0
85.38036566,52.38520414,12.47226144,38.51257329,Lathe,1109.503,1452,0.04,14,4.05,90.63,,0
69.64173961,50.38410946,10.17731518,31.01164398,Drill,570.474,1369,0.04,12,0.21,100,,0
85.64643656,43.58503888,10.39463141,38.1592845,Drill,622.744,1592,0.0375,5,16.33,45.06,,0
43.80254896,54.9813341,8.764696209,26.33483502,Lathe,599.387,1601,0.04,6,14.17,50.39,,1
78.21902504,47.53121708,9.367854288,39.09030961,Drill,654.301,1379,0.04,15,14.61,59.02,,1
70.87047068,42.21709051,11.2315423,33.87577747,Drill,723.564,1461,0.0375,12,15.45,57.81,,0
67.0099265,47.8594242,12.40776887,32.76520043,Lathe,791.444,1455,0.04,14,1.57,92.93,,0
70.91760777,57.50379895,9.721107449,31.17012227,Lathe,846.457,1398,0.04,16,7.23,81.07,,0
50.12431085,54.25110871,9.09962147,28.75735691,Lathe,943.809,1402,0.04,6,2.41,89.61,,1
67.80328112,48.25673933,10.00105592,36.00265829,Drill,1108.612,1445,0.04,18,17.28,47.15,,0
73.57112572,48.25371148,11.2024135,30.70179935,Mill,610.426,1450,0.04,14,12.5,70.08,,0
84.77894045,48.39182474,7.112290368,20.16465148,Drill,620.37,1453,0.04,14,6.68,72.22,,1
64.81729782,60.38373992,5.407638094,24.41406769,Mill,598.568,1469,0.0375,14,1.36,86.94,,0
61.91506397,51.90967726,8.898926301,29.07077124,Lathe,653.415,1422,0.04,15,6.29,84.19,,0
64.98242956,52.15020824,7.558575148,31.54999492,Mill,722.583,1804,0.04,5,6.57,82.23,,0
79.15402118,55.15141727,8.983719605,29.71705756,Lathe,790.336,1436,0.04,14,14.62,54.71,,0
73.2875111,51.1939458,9.704439362,36.09485395,Lathe,845.431,1544,0.04,12,12.79,59.96,,0
64.70239796,48.70478927,9.093503182,20.24449068,Mill,942.782,1419,0.04,13,17.76,43.43,,0
75.13267433,49.01825075,12.90493507,30.71793968,Lathe,1107.732,1487,0.04,8,9.5,61.45,,0
70.97077549,49.6419937,10.65348953,20.91010387,Mill,634.168,1753,0.04,15,2.48,93.44,,0
79.68644991,49.81388882,10.60094872,33.79856148,Lathe,617.954,1830,0.04,10,14.29,61.12,,0
62.97946906,53.63814772,11.24441429,29.52770643,Drill,597.75,1727,0.04,12,15.24,61.18,,0
66.72337853,50.25972943,7.722333764,32.09804986,Drill,652.531,1450,0.04,11,11.27,69.84,,0
66.07891847,53.66320039,12.07822357,25.6805852,Lathe,721.606,1622,0.04,14,15.44,53.85,,0
55.36485052,49.5964171,9.848471427,36.39732466,Lathe,789.231,1351,0.04,12,9.93,61.24,,1
72.96120277,50.39317595,11.34096123,35.20862332,Mill,844.398,1575,0.04,13,10.5,71.09,,0
72.61055272,40.00899658,7.856285534,32.91772152,Drill,941.759,1750,0.04,9,8.61,73.05,,0
70.05113457,54.58163837,6.892482468,29.35241377,Mill,1106.85,1529,0.04,15,0.61,98.25,,1
67.65412867,51.73244238,11.63577932,32.89928643,Lathe,666.257,1523,0.04,12,2.25,87.31,,0
55.84629258,54.99005055,10.75281905,26.46553716,Lathe,614.503,1852,0.035,13,0.73,85.18,,0
65.79354677,35.51872311,8.195896891,34.2777783,Mill,596.935,1991,0.04,14,12.76,64.37,,0
66.57285483,60.44187352,8.260673837,38.24740447,Lathe,651.649,1555,0.0375,9,6.36,83.37,,1
61.97722731,49.30205186,12.25086957,35.3530528,Drill,720.631,1441,0.04,17,10.22,64.12,,0
68.38714288,55.54091408,7.621176214,26.35198765,Mill,788.13,1450,0.04,14,18.16,42.11,,0
74.04050857,44.80047036,13.28534591,31.80708659,Drill,843.367,1591,0.04,16,5.06,75.59,,0
88.86185901,53.06386953,8.198758531,23.53429228,Drill,940.739,1445,0.04,12,8.27,72.27,,0
71.74577813,44.73292218,11.27678385,32.86195156,Drill,1105.967,1497,0.04,15,15.14,56.38,,0
72.57550391,46.8811552,9.342763049,32.25301706,Mill,672.064,1621,0.04,7,4.65,83.1,,0
69.25554084,59.57015677,11.20637486,20.6509183,Lathe,608.51,1572,0.04,15,1.63,89.57,,0
50.81228785,49.046588,8.911771996,24.19108078,Drill,596.121,1872,0.04,10,5.87,78.29,,0
69.73486125,51.08716437,9.674414188,28.58430552,Drill,650.769,1499,0.04,18,3.31,87.53,,0
70.6023021,54.35033865,10.08183835,28.49570126,Drill,719.658,1498,0.04,12,18.6,38.87,,0
94.63242112,52.47840944,7.995625088,23.95261532,Lathe,787.032,1486,0.04,12,16.18,45.61,,0
68.07639035,50.75209453,11.48164869,31.94489365,Lathe,842.338,1680,0.04,19,12.7,54.99,,0
73.01547342,51.82480501,8.973572867,31.25736804,Mill,939.722,1431,0.04,15,17.44,44.44,,1
69.6528823,62.01707793,9.542800169,29.02865434,Lathe,1105.089,1564,0.04,7,16.09,52.57,,0
58.31321962,49.71190601,8.011301251,26.2210425,Mill,661.708,1599,0.04,10,3.81,87.84,,0
81.42822815,51.00549523,4.875332682,35.24353563,Mill,609.547,1707,0.04,12,17.86,40.39,,0
77.51933033,55.25327198,9.617944475,38.27703557,Mill,595.308,1467,0.04,11,10.83,71.59,,1
77.91031947,55.52762966,14.82523084,27.58219258,Mill,649.892,1433,0.0375,10,16.17,49.65,,1
60.90612545,55.93515153,11.56920858,26.93916541,Mill,718.687,1558,0.0375,15,17.93,48.18,,0
84.02794311,53.19365111,9.961479241,32.45603833,Drill,785.938,1310,0.04,19,6.43,80.57,,0
55.98148937,44.28497544,9.474218342,28.2098531,Lathe,841.313,1546,0.0425,14,2.29,86.74,,0
75.86857094,58.16715766,10.04493179,29.303014,Drill,938.707,1727,0.04,13,4.64,85.12,,0
91.90455626,44.26827303,11.09423823,33.69826576,Mill,1104.213,1560,0.04,14,8.6,73.97,,0
60.09463675,51.51317733,7.638374369,20.45321956,Lathe,615.36,1329,0.04,11,16.38,57.66,,0
64.3370227,46.22862075,12.22864339,36.59151162,Drill,601.383,1413,0.04,8,17.23,44.58,,0
70.99651365,49.67930827,11.43076263,30.36340262,Drill,594.498,1587,0.04,16,0.24,96.05,,0
64.96524346,51.64381205,11.43637145,27.94253428,Mill,649.017,1559,0.04,9,10.26,58.4,,0
54.49336569,51.60678608,10.87695148,29.55382923,Drill,717.719,1473,0.04,19,8.41,76.31,,0
70.68562975,52.10960377,10.03923332,29.81214678,Drill,784.846,1737,0.04,15,4.52,85.34,,0
59.37696286,58.06855635,11.34572247,21.34399348,Drill,840.29,1441,0.04,12,2.49,91.28,,0
74.73592431,52.26767151,11.18362827,37.47469114,Drill,937.696,1430,0.04,15,6.82,71.65,,1
60.80575766,48.77921682,9.291918578,30.20662816,Drill,1103.336,1369,0.04,6,18.86,43.9,,0
85.49934405,54.82043584,8.852796454,32.21501065,Mill,582.833,1711,0.04,17,6.53,79.01,,0
62.16746708,55.94735244,10.20371259,34.75774885,Mill,594.393,1420,0.04,7,10.42,65.7,,0
66.77938484,43.86196092,13.0980403,24.89418771,Drill,593.689,1297,0.04,12,14.09,56.8,,0
78.13517217,52.98700035,7.521785849,32.3673595,Mill,648.143,1449,0.0425,10,7.34,80.21,,0
57.69135684,53.50586371,7.064949468,28.66179455,Mill,716.754,1268,0.04,19,19.44,40.71,,1
72.27459935,48.51218248,10.32952168,34.23385388,Lathe,783.758,1511,4.315,11,19.25,36.88,,0
83.07142754,56.87853407,10.1017754,19.3638629,Drill,839.27,1544,5.84,14,5.11,89.8,,0
53.92516765,49.24972206,10.34668333,29.5045285,Mill,936.687,1778,5.9725,11,10,69.34,,0
71.84633859,50.62788227,10.4879064,26.98589672,Mill,1102.466,1407,6.05,10,6.09,85.23,,0
72.59882794,49.13464088,9.553595491,32.16131475,Drill,551.016,1391,6.1025,12,5.77,76.71,,0
77.81822872,50.07789524,12.97972688,32.35022094,Lathe,593.577,1513,6.165,9,0.83,100,,0
57.63049289,44.51862457,6.798192043,26.46187053,Drill,592.882,1612,6.1925,10,12.23,66.1,,0
56.79543387,42.79974559,8.34300595,26.43913068,Lathe,647.273,1515,6.125,12,10.1,67.81,,0
75.21941566,57.97252532,9.79349048,29.44667316,Drill,715.792,1379,6.15,16,1.12,88.81,,0
72.96984673,45.76519326,6.713622378,25.51678886,Drill,782.673,1473,6.1825,8,5.65,83.38,,0
72.5049285,45.04303825,9.648291191,34.20991848,Drill,838.254,1422,6.2825,15,18.17,48.27,,0
73.46448209,39.23304943,13.32294033,28.153964,Drill,935.682,1463,3.9525,15,4.87,75.98,,0
63.19975278,46.80519126,10.04177298,15.4650589,Lathe,1101.598,1584,3.905,15,2.98,98.3,,0
72.32253697,43.38455103,10.46140181,28.12588972,Lathe,521.736,1850,3.855,12,9.84,81.47,,0
72.93072473,58.2100758,7.47967047,24.8072809,Mill,583.693,1528,3.875,11,19.71,38.67,,0
62.85648582,55.04908545,8.767277184,21.84362092,Drill,592.076,1987,3.8675,11,4.92,87.75,,0
88.65774511,46.55924827,9.249607239,23.81286681,Lathe,646.403,1495,3.9025,15,13.48,64.67,,0
74.73832921,61.26217903,9.364569806,30.54704236,Lathe,714.831,1478,3.885,12,15.26,50.68,,0
58.08696503,54.90882743,12.56328759,36.64320414,Lathe,781.591,1499,3.905,11,4.83,84.29,,0
76.56553609,48.37584308,11.11538212,31.56592237,Drill,837.239,1471,3.8425,6,14.59,59.05,,0
60.2531833,37.50297143,7.777084086,26.96748306,Mill,934.68,1282,3.85,18,7.42,84.14,,0
77.87084604,61.45471286,10.49300956,32.27952098,Lathe,1100.727,1412,3.8725,10,12.68,57.6,,0
81.58595579,43.05213767,10.9964435,27.70454845,Drill,473.949,1586,3.88,8,12.71,58.62,,0
61.79317682,41.77300627,12.28029808,26.52699815,Lathe,583.962,1468,3.845,9,10.76,68.22,,0
79.63376129,55.11285216,13.16108137,24.22818666,Lathe,591.272,1440,3.85,7,1.9,85.07,,0
74.12780927,62.19876203,7.969811616,21.24085597,Mill,645.537,1733,3.9075,10,16.72,55.19,,0
78.2206016,56.92136409,8.378284978,28.05038147,Lathe,713.874,1612,3.8425,15,6.48,88.19,,0
88.96792983,52.8195456,7.484844282,30.79026745,Lathe,780.513,1458,3.875,19,3.81,92.03,,0
67.54611884,52.97377171,9.531960282,29.51688165,Drill,836.228,1433,3.885,15,0.91,97.5,,1
62.46263836,54.26707779,10.93271675,27.92016536,Drill,933.68,1318,3.8975,13,11.86,63.2,,0
61.1048557,53.79464295,11.97466903,25.2712697,Mill,1099.863,1610,3.83,16,13.58,60.47,,1
61.84189715,51.40595712,9.848097953,33.04123096,Drill,460.882,1462,3.855,7,0.43,96.95,,0
69.22898291,50.52100552,9.360304953,23.4143404,Drill,579.983,1924,3.855,6,10.29,75.39,,0
73.41151975,49.68703436,10.30351598,33.88013957,Mill,590.47,1591,3.9,12,4.61,78.95,,0
72.76690799,46.23017706,8.329714197,24.98891491,Lathe,644.672,1306,3.8025,19,12.94,61.59,,0
78.27183249,48.59662462,14.17907744,26.23782381,Mill,712.918,1382,3.825,12,3.57,83.7,,0
70.13001892,41.53521593,6.784677946,22.66607405,Drill,779.437,1618,3.8075,10,13.85,56.74,,0
84.53534077,49.50830187,10.36948116,27.49298927,Mill,835.219,1988,3.82,9,7.8,74.32,,0
67.35343167,45.05704446,14.04721244,34.87656229,Lathe,932.683,1436,3.7575,14,18.74,40.93,,0
97.20169167,44.48205341,10.01359969,32.57814044,Mill,1098.999,1304,3.7975,12,2.84,89.24,,0
76.25667348,50.89947076,9.61992193,34.89211056,Drill,451.45,1475,3.825,15,6.89,76.12,,0
61.42842444,56.96001143,9.285109154,32.61071273,Drill,580.5,1824,3.87,12,2.36,86.27,,1
59.29107502,54.59158303,9.639216636,24.48165086,Mill,589.669,1342,3.91,7,18.5,43.52,,0
74.82472415,42.14749698,12.74569695,28.34605388,Lathe,643.809,1485,3.8875,14,17.56,43.77,,0
67.76537215,45.05185932,5.576276177,26.09900435,Mill,711.965,1667,3.8425,12,5.23,84.76,,0
77.14000494,54.70385594,13.0668674,36.65287452,Lathe,778.365,1446,3.795,8,13.23,53.11,,0
74.73237625,45.08756303,7.152085695,24.01605677,Lathe,834.213,1301,3.8225,14,16.36,54.3,,0
69.27171087,48.87683425,9.466695342,34.46848845,Mill,931.663,1379,3.885,19,11.15,57.55,,0
61.53206282,52.7502605,9.141511159,34.46476935,Lathe,1098.146,1606,3.89,6,10.64,68.28,,0
54.85152775,45.15827773,11.17710654,39.14810101,Drill,454.607,1539,3.8825,17,4.91,92.42,,0
65.53485048,50.52687753,6.803751296,27.95156704,Mill,569.036,1477,3.78,12,1.95,93.51,,0
78.56398794,43.32987253,10.92434533,33.5616108,Lathe,588.87,1666,3.8025,15,17.95,49.56,,0
72.14093744,46.99316178,14.04861925,41.40825918,Drill,642.949,1398,3.885,15,18.02,41.74,,0
57.54261221,51.59890967,7.273651991,26.91179162,Mill,711.015,1678,0.045,13,12.7,65.16,,0
71.73180926,42.03503133,10.37941234,22.32479876,Drill,777.295,2678,0.0425,12,6.85,81.68,,0
73.8531738,52.20237369,8.676035644,20.59994983,Drill,833.209,1453,0.0425,12,7.05,88.3,,0
61.16142564,49.90181101,10.85177441,33.56356014,Drill,930.649,1432,0.0425,15,14.55,58.61,,0
71.53725106,52.76244977,10.03829555,20.58424896,Lathe,1097.297,1527,0.0425,8,17.95,58.27,,0
70.58208718,51.11957067,8.717026182,28.13840474,Mill,462.434,1588,0.0425,15,17.75,54.67,,0
58.57029702,56.82070215,10.97574457,32.18656594,Mill,567.384,1433,0.04,16,15.62,49.34,,0
73.5778736,50.62612251,13.60869622,30.92587768,Lathe,588.073,1609,0.04,5,12.88,57.43,,0
75.60784526,47.85297229,9.618192417,32.12722432,Mill,642.091,1575,0.04,19,1.77,92.56,,0
80.83051243,50.61148752,11.43951588,31.11144928,Drill,710.065,1636,0.04,13,3.32,94.87,,0
80.53802052,52.71649015,7.413454084,36.39432907,Mill,776.229,1490,0.04,16,17.98,46.3,,1
56.22330632,50.24430035,8.087127246,25.2384181,Lathe,832.209,1741,0.04,10,12.17,63.51,,0
60.6217496,50.20295846,10.94481256,26.61502431,Drill,929.639,1344,0.04,10,0.28,100,,0
75.15035267,46.49004156,12.96823206,26.13670277,Lathe,1096.477,1609,0.04,16,2.12,86.12,,0
75.13785951,46.68549541,10.7112267,34.15095906,Drill,464.27,1421,0.04,7,13.3,55.71,,0
75.15047686,42.98697364,9.373883939,34.50199294,Drill,565.916,1591,0.04,12,0.2,100,,0
108.5273149,58.74788372,9.998582811,32.2561266,Mill,587.277,1477,0.04,15,3.3,89.97,,0
75.70890511,43.78068382,7.499184532,35.91746833,Drill,641.234,1523,0.04,15,11.02,65.9,,0
81.3556564,46.53547401,11.20903065,24.10979566,Lathe,709.12,1575,0.04,18,13.87,68.6,,0
79.54001763,46.40796367,11.76466612,38.33612056,Mill,775.165,1344,0.04,19,13.07,62.03,,0
76.51391251,54.47462188,9.095819334,37.61619311,Lathe,831.211,1386,0.04,16,4.56,89.73,,0
66.84730755,48.52525161,9.059915704,33.67810999,Drill,928.632,1589,0.04,5,14.27,62.2,,0
77.5896922,56.23871036,10.53175646,38.90899454,Lathe,1095.609,1548,0.04,15,4.82,86.95,,0
62.27174785,46.63254688,9.126560528,21.71688396,Lathe,465.47,1499,0.04,10,6.58,71.27,,0
67.63181393,51.39497081,9.867734771,27.37775932,Drill,556.211,1664,0.04,15,14.96,51.92,,0
65.14636452,45.82326473,14.19944358,26.3234827,Mill,586.483,1447,0.04,14,13.03,63.77,,0
70.81874139,60.72574564,9.505948599,33.60739662,Lathe,640.381,1434,0.04,6,17,46.14,,0
93.14658567,44.0620079,9.283319696,24.7492963,Drill,708.176,1416,0.0425,12,13.19,53.43,,0
51.32734807,51.54910355,8.704916389,33.78747575,Mill,774.103,1827,0.04,5,11.41,61.15,,0
76.8626019,53.1688844,11.48838394,36.85268072,Mill,830.215,1304,0.04,11,1.96,93.82,,0
53.87284129,52.06899549,9.637551654,33.4760145,Mill,927.629,1569,0.04,14,7.42,80.97,,0
65.28068134,49.07356171,8.701253923,31.41875512,Lathe,1094.742,1584,0.04,12,5.38,80.37,,1
80.88950597,49.3508965,12.64260806,25.0606333,Lathe,469.752,1362,0.0375,12,4.96,83.15,,0
70.64280019,50.21905736,12.83920601,25.76574517,Lathe,548.093,1329,0.0375,14,19.46,37.14,,0
59.22255222,49.26498999,8.799152869,36.24809453,Mill,585.691,1539,0.04,14,7.92,73.06,,1
62.84696291,54.81939558,6.266920097,33.89674502,Lathe,639.528,1629,0.04,14,17.85,41.2,,0
76.79597749,61.05261501,12.01502738,29.8049024,Drill,707.237,1538,0.0375,17,12.66,64.7,,1
62.69633368,47.21254107,8.630740348,27.91045227,Lathe,773.045,1570,0.04,13,15.92,45.65,,0
72.1645859,43.1509851,11.5812512,19.87096063,Lathe,829.222,1408,0.04,8,10.1,68.71,,0
70.4557184,49.55858976,6.059792365,24.64573791,Mill,926.629,1424,0.04,10,11.58,54.88,,0
63.48399652,62.89854669,11.78519468,39.55709544,Lathe,1093.878,1512,0.04,11,9.9,73.75,,0
91.43944089,45.98162716,7.577656141,23.59772214,Drill,477.697,1478,0.04,15,3.99,79.35,,1
76.33919022,58.19558403,11.46152824,30.94739911,Mill,635.18,1680,0.04,14,14.48,55.57,,0
49.74857413,58.38850407,10.02854614,35.03721987,Drill,605.531,1495,0.04,14,5.69,86.19,,0
71.86454315,47.23205879,8.092121161,23.72538666,Mill,660.998,1552,0.04,14,0.58,100,,0
63.38213535,52.8449154,9.185927374,30.92355237,Mill,730.948,1393,0.04,12,12.94,62.78,,1
78.52433335,58.14198312,11.37263691,34.68957769,Lathe,799.895,1611,0.0425,12,3.62,87.02,,0
62.07479262,48.1043613,10.21178891,30.06249661,Drill,854.058,1339,0.04,14,18.82,40.93,,0
68.85263559,48.9820982,11.16882596,44.34201528,Mill,951.441,1777,0.04,9,19.08,45.63,,0
75.04987279,47.09159543,13.95288117,21.65700371,Lathe,1114.609,1348,0.04,11,18.31,45.19,,0
78.65755194,44.92621635,6.871516777,35.29364265,Mill,464.304,1442,0.04,14,7.47,66.88,,0
57.99703593,46.75361227,13.23442515,29.13599131,Mill,635.344,1395,0.04,14,0.41,90.13,,0
66.65498764,43.88029867,10.20871188,33.85960077,Mill,604.699,1627,0.04,13,18.57,42.11,,0
65.25054689,50.17041734,8.202431903,32.20653576,Mill,660.094,1585,0.04,15,8.62,73.95,,0
63.46670767,46.15013384,7.339372749,26.33421901,Mill,729.948,1469,0.04,12,19.34,41.38,,0
87.6545424,51.16892956,9.621759218,31.14498196,Mill,798.759,1362,0.04,18,19.28,39.09,,1
74.04981711,42.22052177,11.84330022,20.71049274,Lathe,853.012,1405,0.04,12,17.07,53.9,,0
57.39116046,51.65440116,9.744901759,33.0162375,Mill,950.392,1662,0.04,12,5.96,83.41,,0
79.17861947,54.16764481,13.02230986,31.49079233,Drill,1113.705,1466,0.04,12,7.76,85.06,,1
91.22156197,40.03132179,7.09764862,33.19330084,Lathe,470.405,1620,0.04,7,17.04,46.88,,0
80.32465261,51.87028285,9.975822104,35.29059163,Drill,633.426,1357,0.0375,13,6.41,77.53,,0
54.80630034,56.13834496,7.495213111,31.8380992,Mill,603.868,1514,0.04,13,3.47,92.01,,1
65.15765927,43.95179491,10.72726377,30.7404471,Drill,659.192,1489,0.04,13,11.18,58.59,,0
82.66911149,58.36286193,11.77377478,25.59465832,Mill,728.951,1331,0.0375,8,18.73,49.94,,0
62.92330534,52.09509505,9.158476413,26.43889618,Mill,797.627,1615,0.04,14,13.95,65.47,,1
74.43819428,46.47494072,4.791572287,35.9336731,Lathe,851.969,1482,0.04,18,11.44,64.56,,0
77.74634053,49.72115461,10.39789629,37.18167703,Lathe,949.346,1420,0.04,16,2.03,88.67,,0
60.73069528,52.79163456,10.8734771,28.80944782,Mill,1112.799,1522,0.04,11,12.34,54.56,,0
69.40474644,50.38002696,10.80858951,30.23001374,Lathe,490.886,1654,0.04,8,19.8,42.89,,1
37.5873266,52.69377996,12.47156438,25.47692813,Drill,631.86,1736,0.04,15,2.89,85.94,,0
